class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date,date_last_updated
Social,Social connections,Loneliness,By disability status,Disabled,2018,          24.900000,Percent,2018,29-07-22
Social,Social connections,Loneliness,By disability status,Non-disabled,2018,          15.900000,Percent,2018,29-07-22
Social,Social connections,Loneliness,By disability status,Disabled_lower,2018,          20.900000,Percent,2018,29-07-22
Social,Social connections,Loneliness,By disability status,Non-disabled_lower,2018,          14.900000,Percent,2018,29-07-22
Social,Social connections,Loneliness,By disability status,Disabled_upper,2018,          28.900000,Percent,2018,29-07-22
Social,Social connections,Loneliness,By disability status,Non-disabled_upper,2018,          16.900000,Percent,2018,29-07-22
Social,Social connections,Loneliness,By disability status,Disabled,2021,          30.100000,Percent,2021,29-07-22
Social,Social connections,Loneliness,By disability status,Non-disabled,2021,          16.200000,Percent,2021,29-07-22
Social,Social connections,Loneliness,By disability status,Disabled_lower,2021,          24.600000,Percent,2021,29-07-22
Social,Social connections,Loneliness,By disability status,Non-disabled_lower,2021,          14.700000,Percent,2021,29-07-22
Social,Social connections,Loneliness,By disability status,Disabled_upper,2021,          35.500000,Percent,2021,29-07-22
Social,Social connections,Loneliness,By disability status,Non-disabled_upper,2021,          17.700000,Percent,2021,29-07-22
Social,Safety,Victimisation,Total,Total,2018,          29.640000,Percent,2018,30-06-22
Social,Safety,Victimisation,Total,Total_lower,2018,          28.110000,Percent,2018,30-06-22
Social,Safety,Victimisation,Total,Total_upper,2018,          31.170000,Percent,2018,30-06-22
Social,Safety,Victimisation,Total,Total,2019,          30.530000,Percent,2019,30-06-22
Social,Safety,Victimisation,Total,Total_lower,2019,          29.130000,Percent,2019,30-06-22
Social,Safety,Victimisation,Total,Total_upper,2019,          31.930000,Percent,2019,30-06-22
Social,Safety,Victimisation,Total,Total,2020,          29.260000,Percent,2020,30-06-22
Social,Safety,Victimisation,Total,Total_lower,2020,          27.780000,Percent,2020,30-06-22
Social,Safety,Victimisation,Total,Total_upper,2020,          30.740000,Percent,2020,30-06-22
Social,Safety,Victimisation,Total,Total,2021,          29.010000,Percent,2021,30-06-22
Social,Safety,Victimisation,Total,Total_lower,2021,          27.490000,Percent,2021,30-06-22
Social,Safety,Victimisation,Total,Total_upper,2021,          30.530000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,15–19 years,2018,          30.200000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,20–29 years,2018,          39.820000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,30–39 years,2018,          31.340000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,40–49 years,2018,          32.470000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,50–59 years,2018,          30.210000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,60–64 years,2018,          24.830000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,65 years and over,2018,          18.220000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,15–19 years_lower,2018,          23.140000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,20–29 years_lower,2018,          35.430000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,30–39 years_lower,2018,          27.820000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,40–49 years_lower,2018,          28.620000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,50–59 years_lower,2018,          26.860000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,60–64 years_lower,2018,          20.350000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,65 years and over_lower,2018,          15.890000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,15–19 years_upper,2018,          37.260000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,20–29 years_upper,2018,          44.210000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,30–39 years_upper,2018,          34.860000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,40–49 years_upper,2018,          36.320000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,50–59 years_upper,2018,          33.560000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,60–64 years_upper,2018,          29.310000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,65 years and over_upper,2018,          20.550000,Percent,2018,30-06-22
Social,Safety,Victimisation,By age,15–19 years,2019,          35.830000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,20–29 years,2019,          37.110000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,30–39 years,2019,          31.570000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,40–49 years,2019,          35.540000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,50–59 years,2019,          28.940000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,60–64 years,2019,          31.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,65 years and over,2019,          19.490000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,15–19 years_lower,2019,          29.270000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,20–29 years_lower,2019,          33.270000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,30–39 years_lower,2019,          28.160000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,40–49 years_lower,2019,          32.020000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,50–59 years_lower,2019,          25.540000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,60–64 years_lower,2019,          25.670000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,65 years and over_lower,2019,          17.080000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,15–19 years_upper,2019,          42.390000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,20–29 years_upper,2019,          40.950000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,30–39 years_upper,2019,          34.980000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,40–49 years_upper,2019,          39.060000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,50–59 years_upper,2019,          32.340000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,60–64 years_upper,2019,          36.330000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,65 years and over_upper,2019,          21.900000,Percent,2019,30-06-22
Social,Safety,Victimisation,By age,15–19 years,2020,          35.470000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,20–29 years,2020,          32.360000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,30–39 years,2020,          31.600000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,40–49 years,2020,          30.210000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,50–59 years,2020,          30.230000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,60–64 years,2020,          28.220000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,65 years and over,2020,          21.310000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,15–19 years_lower,2020,          29.390000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,20–29 years_lower,2020,          28.570000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,30–39 years_lower,2020,          28.120000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,40–49 years_lower,2020,          26.640000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,50–59 years_lower,2020,          26.420000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,60–64 years_lower,2020,          23.330000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,65 years and over_lower,2020,          18.430000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,15–19 years_upper,2020,          41.550000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,20–29 years_upper,2020,          36.150000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,30–39 years_upper,2020,          35.080000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,40–49 years_upper,2020,          33.780000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,50–59 years_upper,2020,          34.040000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,60–64 years_upper,2020,          33.110000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,65 years and over_upper,2020,          24.190000,Percent,2020,30-06-22
Social,Safety,Victimisation,By age,15–19 years,2021,          31.250000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,20–29 years,2021,          36.490000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,30–39 years,2021,          33.410000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,40–49 years,2021,          32.230000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,50–59 years,2021,          29.660000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,60–64 years,2021,          24.710000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,65 years and over,2021,          16.470000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,15–19 years_lower,2021,          23.530000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,20–29 years_lower,2021,          30.940000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,30–39 years_lower,2021,          30.010000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,40–49 years_lower,2021,          28.180000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,50–59 years_lower,2021,          25.600000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,60–64 years_lower,2021,          20.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,65 years and over_lower,2021,          14.090000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,15–19 years_upper,2021,          38.970000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,20–29 years_upper,2021,          42.040000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,30–39 years_upper,2021,          36.810000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,40–49 years_upper,2021,          36.280000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,50–59 years_upper,2021,          33.720000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,60–64 years_upper,2021,          29.420000,Percent,2021,30-06-22
Social,Safety,Victimisation,By age,65 years and over_upper,2021,          18.850000,Percent,2021,30-06-22
Social,Safety,Victimisation,By sex,Male,2018,          29.040000,Percent,2018,30-06-22
Social,Safety,Victimisation,By sex,Female,2018,          30.230000,Percent,2018,30-06-22
Social,Safety,Victimisation,By sex,Male_lower,2018,          26.870000,Percent,2018,30-06-22
Social,Safety,Victimisation,By sex,Female_lower,2018,          28.270000,Percent,2018,30-06-22
Social,Safety,Victimisation,By sex,Male_upper,2018,          31.210000,Percent,2018,30-06-22
Social,Safety,Victimisation,By sex,Female_upper,2018,          32.190000,Percent,2018,30-06-22
Social,Safety,Victimisation,By sex,Male,2019,          29.630000,Percent,2019,30-06-22
Social,Safety,Victimisation,By sex,Female,2019,          31.410000,Percent,2019,30-06-22
Social,Safety,Victimisation,By sex,Male_lower,2019,          27.720000,Percent,2019,30-06-22
Social,Safety,Victimisation,By sex,Female_lower,2019,          29.400000,Percent,2019,30-06-22
Social,Safety,Victimisation,By sex,Male_upper,2019,          31.540000,Percent,2019,30-06-22
Social,Safety,Victimisation,By sex,Female_upper,2019,          33.420000,Percent,2019,30-06-22
Social,Safety,Victimisation,By sex,Male,2020,          27.820000,Percent,2020,30-06-22
Social,Safety,Victimisation,By sex,Female,2020,          30.660000,Percent,2020,30-06-22
Social,Safety,Victimisation,By sex,Male_lower,2020,          25.970000,Percent,2020,30-06-22
Social,Safety,Victimisation,By sex,Female_lower,2020,          28.400000,Percent,2020,30-06-22
Social,Safety,Victimisation,By sex,Male_upper,2020,          29.670000,Percent,2020,30-06-22
Social,Safety,Victimisation,By sex,Female_upper,2020,          32.920000,Percent,2020,30-06-22
Social,Safety,Victimisation,By sex,Male,2021,          28.890000,Percent,2021,30-06-22
Social,Safety,Victimisation,By sex,Female,2021,          29.130000,Percent,2021,30-06-22
Social,Safety,Victimisation,By sex,Male_lower,2021,          26.700000,Percent,2021,30-06-22
Social,Safety,Victimisation,By sex,Female_lower,2021,          26.840000,Percent,2021,30-06-22
Social,Safety,Victimisation,By sex,Male_upper,2021,          31.080000,Percent,2021,30-06-22
Social,Safety,Victimisation,By sex,Female_upper,2021,          31.420000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Northland,2018,          34.840000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Auckland,2018,          29.110000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Waikato,2018,          31.330000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty,2018,          24.370000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Gisborne,2018,          34.520000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay,2018,          35.270000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Taranaki,2018,          22.210000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui,2018,          33.520000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Wellington,2018,          32.510000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,West Coast,2018,           0.000000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Canterbury,2018,          28.560000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Otago,2018,          22.490000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Southland,2018,          29.270000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Tasman,2018,          30.940000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Nelson,2018,          43.500000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Malborough,2018,           0.000000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Northland_lower,2018,          26.130000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Auckland_lower,2018,          26.620000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Waikato_lower,2018,          26.390000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_lower,2018,          19.450000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Gisborne_lower,2018,          23.780000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_lower,2018,          26.980000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Taranaki_lower,2018,          13.880000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_lower,2018,          28.070000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Wellington_lower,2018,          28.190000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,West Coast_lower,2018,           0.000000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Canterbury_lower,2018,          23.550000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Otago_lower,2018,          14.910000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Southland_lower,2018,          19.020000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Tasman_lower,2018,          17.390000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Nelson_lower,2018,          25.160000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Malborough_lower,2018,           0.000000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Northland_upper,2018,          43.550000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Auckland_upper,2018,          31.600000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Waikato_upper,2018,          36.270000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_upper,2018,          29.290000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Gisborne_upper,2018,          45.260000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_upper,2018,          43.560000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Taranaki_upper,2018,          30.540000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_upper,2018,          38.970000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Wellington_upper,2018,          36.830000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,West Coast_upper,2018,           0.000000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Canterbury_upper,2018,          33.570000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Otago_upper,2018,          30.070000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Southland_upper,2018,          39.520000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Tasman_upper,2018,          30.940000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Nelson_upper,2018,          61.840000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Malborough_upper,2018,           0.000000,Percent,2018,30-06-22
Social,Safety,Victimisation,By region,Northland,2019,          26.630000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Auckland,2019,          32.340000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Waikato,2019,          29.900000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty,2019,          25.890000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Gisborne,2019,          39.380000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay,2019,          30.300000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Taranaki,2019,          24.120000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui,2019,          34.810000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Wellington,2019,          31.410000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,West Coast,2019,           0.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Canterbury,2019,          34.320000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Otago,2019,          24.120000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Southland,2019,          19.350000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Tasman,2019,           0.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Nelson,2019,          34.590000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Malborough,2019,          25.040000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Northland_lower,2019,          19.830000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Auckland_lower,2019,          29.630000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Waikato_lower,2019,          25.880000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_lower,2019,          21.900000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Gisborne_lower,2019,          27.850000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_lower,2019,          21.980000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Taranaki_lower,2019,          18.320000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_lower,2019,          28.530000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Wellington_lower,2019,          27.380000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,West Coast_lower,2019,           0.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Canterbury_lower,2019,          29.970000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Otago_lower,2019,          17.950000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Southland_lower,2019,          11.650000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Tasman_lower,2019,           0.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Nelson_lower,2019,          23.280000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Malborough_lower,2019,          18.480000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Northland_upper,2019,          33.430000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Auckland_upper,2019,          35.050000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Waikato_upper,2019,          33.920000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_upper,2019,          29.880000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Gisborne_upper,2019,          50.910000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_upper,2019,          38.620000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Taranaki_upper,2019,          29.920000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_upper,2019,          41.090000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Wellington_upper,2019,          35.440000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,West Coast_upper,2019,           0.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Canterbury_upper,2019,          38.670000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Otago_upper,2019,          30.290000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Southland_upper,2019,          27.050000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Tasman_upper,2019,           0.000000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Nelson_upper,2019,          45.900000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Malborough_upper,2019,          31.600000,Percent,2019,30-06-22
Social,Safety,Victimisation,By region,Northland,2020,          32.010000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Auckland,2020,          31.770000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Waikato,2020,          25.380000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty,2020,          28.570000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Gisborne,2020,          28.520000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay,2020,          26.620000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Taranaki,2020,          24.690000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui,2020,          23.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Wellington,2020,          25.880000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,West Coast,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Canterbury,2020,          34.840000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Otago,2020,          28.740000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Southland,2020,          23.610000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Tasman,2020,          22.370000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Nelson,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Malborough,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Northland_lower,2020,          24.040000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Auckland_lower,2020,          29.150000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Waikato_lower,2020,          20.910000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_lower,2020,          23.630000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Gisborne_lower,2020,          17.900000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_lower,2020,          19.550000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Taranaki_lower,2020,          17.460000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_lower,2020,          17.720000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Wellington_lower,2020,          21.650000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,West Coast_lower,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Canterbury_lower,2020,          29.920000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Otago_lower,2020,          22.500000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Southland_lower,2020,          13.690000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Tasman_lower,2020,          12.010000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Nelson_lower,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Malborough_lower,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Northland_upper,2020,          39.980000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Auckland_upper,2020,          34.390000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Waikato_upper,2020,          29.850000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_upper,2020,          33.510000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Gisborne_upper,2020,          39.140000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_upper,2020,          33.690000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Taranaki_upper,2020,          31.920000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_upper,2020,          28.280000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Wellington_upper,2020,          30.110000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,West Coast_upper,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Canterbury_upper,2020,          39.760000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Otago_upper,2020,          34.980000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Southland_upper,2020,          33.530000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Tasman_upper,2020,          22.370000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Nelson_upper,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Malborough_upper,2020,           0.000000,Percent,2020,30-06-22
Social,Safety,Victimisation,By region,Northland,2021,          30.820000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Auckland,2021,          30.060000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Waikato,2021,          28.410000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty,2021,          29.590000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Gisborne,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Taranaki,2021,          20.940000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui,2021,          30.960000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Wellington,2021,          25.020000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,West Coast,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Canterbury,2021,          30.820000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Otago,2021,          28.790000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Southland,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Tasman,2021,          35.080000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Nelson,2021,          35.570000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Malborough,2021,          38.670000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Northland_lower,2021,          24.860000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Auckland_lower,2021,          26.680000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Waikato_lower,2021,          23.070000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Bay of Plenty_lower,2021,          24.380000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Gisborne_lower,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Hawke's Bay_lower,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Taranaki_lower,2021,          14.700000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Manawatū-Wanganui_lower,2021,          24.850000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Wellington_lower,2021,          20.690000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,West Coast_lower,2021,           0.000000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Canterbury_lower,2021,          26.540000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Otago_lower,2021,          22.400000,Percent,2021,30-06-22
Social,Safety,Victimisation,By region,Southland_lower,2021,           0.000000,Percent,2021,30-06-22
